# SEU Times,,,,,,,,,
#Time, Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s)
27/03/2016 7:48,-32.349,-0.645,986.81,6226.748,-70.084,-3921.162,-3.372335,0.931238,-6.308036
29/03/2016 3:01,26.827,-113.732,628.74,-2518.063,-5727.552,3144.873,2.351175,3.148434,6.489763
31/03/2016 21:48,-21.999,138.017,1006.04,-5091.373,4581.577,-2751.197,1.154608,-2.014952,-6.809635
02/04/2016 23:01,-43.77,120.746,1228.61,-2812.021,4727.245,-5239.59,1.331883,-4.438709,-5.205181
04/04/2016 2:51,9.839,-126.239,626.92,-4080.545,-5567.366,1189.82,1.625784,1.01305,7.343532
06/04/2016 14:24,78.618,105.595,340.69,-357.574,1281.078,6564.901,-4.704323,-6.256926,1.057442
08/04/2016 9:47,-59.147,104.149,1142.73,-944.771,3747.846,-6433.364,-3.200434,4.966301,3.850312
10/04/2016 2:50,28.201,-134.631,401.41,-4200.457,-4254.927,3185.859,3.445094,2.11251,6.710435
12/04/2016 7:05,-22.083,148.585,704.3,-5603.249,3422.212,-2647.725,-2.379786,0.517268,7.100439
14/04/2016 5:57,-51.332,-3.259,1359.51,4834.829,-275.308,-6018.205,-5.137565,1.673813,-4.192762
16/04/2016 17:59,38.022,-13.085,327.56,5151.678,-1197.394,4109.099,-4.447939,2.266386,6.142213
18/04/2016 0:05,-45.571,-123.584,777.84,-2775.214,-4179.51,-5087.487,-1.578117,-4.739543,5.495921
20/04/2016 4:33,-48.336,164.164,749.07,-4565.75,1295.077,-5301.361,-5.284968,0.021257,5.260454
22/04/2016 10:31,-80.948,-2.763,1053.47,1171.133,-56.519,-7317.413,1.119903,7.025347,0.603045
24/04/2016 0:30,78.055,-84.214,556.91,145.137,-1432.23,6763.074,5.202747,5.419572,1.496347
26/04/2016 15:03,65.284,23.937,502.83,2636.413,1170.35,6227.768,-6.927726,-0.124158,3.403388
28/04/2016 14:32,80.316,75.587,692.31,296.92,1155.35,6948.009,-7.39748,-0.884133,0.981551
30/04/2016 20:02,-64.805,-99.046,644.82,-471.246,-2959.879,-6331.963,1.573508,-6.530637,3.480847
02/05/2016 4:57,68.639,-59.673,984.1,1357.467,-2320.533,6833.924,5.703749,-3.96023,-1.943567
04/05/2016 6:50,-79.052,-13.387,817.91,1333.378,-317.329,-7043.32,-2.753403,6.842673,-0.294887
06/05/2016 13:00,-81.022,-75.227,707.31,282.802,-1072.377,-6976.991,7.2198,1.959129,0.509064
08/05/2016 6:33,58.255,-86.845,1203.64,220.002,-3991.22,6424.28,2.129551,-5.802943,-3.264432
10/05/2016 14:03,49.479,1.447,672.49,4587.531,115.862,5336.563,-5.299891,1.359191,5.183733
12/05/2016 6:01,-74.577,-37.068,676.03,1501.162,-1133.995,-6778.05,-2.230223,7.09931,-1.161778
14/05/2016 16:24,80.609,54.479,1140.72,714.791,1001.325,7396.427,-4.247499,5.627445,0.05972
16/05/2016 18:59,55.256,-82.46,880.51,543.939,-4109.198,5941.184,0.98143,5.704261,4.477813
18/05/2016 19:24,-79.78,135.188,489.43,-867.052,861.391,-6736.892,-2.134659,-7.426821,-0.289554
20/05/2016 23:22,18.575,7.194,1226.64,7153.911,902.977,2409.56,1.820263,0.871718,-6.674686
22/05/2016 13:05,-80.876,-119.3,419.08,-529.137,-942.892,-6689.56,7.402311,-2.491109,0.04964
24/05/2016 11:46,53.566,164.601,1332.6,-4422.909,1218.173,6180.351,-5.53142,-0.025088,-4.063609
26/05/2016 20:32,-30.913,-144.594,441.29,-4772.631,-3392.531,-3484.376,-2.869194,-3.272824,6.458174
28/05/2016 18:27,22.672,-108.049,885.21,-2077.402,-6375.085,2784.428,1.442422,1.966895,6.897754
30/05/2016 13:41,-27.254,140.674,635.78,-4826.388,3954.065,-3194.361,2.419661,-3.131518,-6.461943
01/06/2016 9:11,68.671,175.902,1319.14,-2799.253,200.538,7147.513,-5.978605,-2.361797,-2.436501
03/06/2016 6:49,78.34,-178.324,1336.32,-1562.624,-45.711,7533.459,-4.14266,-5.373494,-0.988732
05/06/2016 2:35,56.905,125.348,1293.88,-2428.296,3423.556,6404.13,1.791162,-5.449648,3.836126
07/06/2016 19:22,27.342,29.403,896.68,5633.175,3174.557,3323.747,2.088056,2.124261,-6.669055
09/06/2016 2:50,19.247,102.82,1129.07,-1573.131,6913.054,2461.403,-0.22093,-2.030854,6.767851
11/06/2016 17:56,64.643,28.37,1130.88,2836.178,1531.592,6762.695,3.996877,4.848685,-3.221953
13/06/2016 13:05,-48.865,-73.484,668.99,1320.186,-4452.215,-5284.568,3.076305,-5.213172,4.496101
15/06/2016 23:09,58.097,155.694,1335.61,-3722.736,1681.315,6525.277,4.441932,-3.931642,3.444893
17/06/2016 18:15,-54.103,43.369,348.98,2873.324,2714.224,-5426.145,-5.728631,-2.889218,-4.590462
19/06/2016 23:21,16.013,132.421,1291.06,-4973.756,5442.922,2104.312,0.706258,-1.662249,6.669652
21/06/2016 3:16,-9.807,-109.662,369.96,-2237.524,-6262.357,-1142.283,1.249751,1.189726,-7.675531
23/06/2016 12:00,25.672,-62.595,1335.18,3201.497,-6174.934,3324.795,-0.729028,2.924114,6.168847
25/06/2016 13:44,15.501,80.368,419.6,1096.296,6459.581,1805.706,-0.496808,1.869369,-7.56871
27/06/2016 7:28,44.667,2.439,1272.91,5444.08,231.851,5355.903,-5.00637,0.929419,4.690995
29/06/2016 12:04,73.629,-47.445,1023.92,1414.767,-1540.975,7079.789,-1.156166,6.963511,1.249326
01/07/2016 8:33,-12.846,150.957,329.87,-5718.629,3175.486,-1482.185,1.070629,-1.515321,-7.690987
03/07/2016 12:40,62.272,65.251,582.42,1359.096,2948.246,6138.203,0.45979,6.604948,-3.795881
05/07/2016 0:01,73.625,122.256,885.62,-1095.882,1736.47,6946.975,-0.108096,-7.203411,1.241605
07/07/2016 10:36,-40.868,-82.013,1272.52,804.859,-5736.282,-4984.008,1.663154,-4.469904,5.019772
09/07/2016 10:47,56.722,85.267,436.66,309.183,3734.689,5674.058,-1.455015,6.243636,-4.427404
11/07/2016 7:18,-69.934,173.204,856.98,-2471.377,294.526,-6773.48,5.587504,-3.875854,-2.763404
13/07/2016 9:35,37.5,102.331,331.48,-1138.157,5206.468,4063.314,-2.157645,4.321115,-6.262639
15/07/2016 18:47,70.154,172.332,652.65,-2371.924,319.356,6590.794,6.026732,-4.170719,1.836064
17/07/2016 16:24,58.356,-166.721,709.99,-3627.236,-856.05,6011.067,6.686229,-0.454652,3.356605
19/07/2016 11:48,-50.664,-127.552,1348.76,-2990.094,-3889.408,-5953.136,-2.102581,-4.953263,4.23456
21/07/2016 15:32,16.38,0.633,406.83,6510.81,71.901,1901.871,2.475083,0.840227,-7.376117
23/07/2016 9:03,-9.757,-84.508,1150.09,710.166,-7385.886,-1268.631,0.662528,-0.734425,6.9786
25/07/2016 4:53,-36.465,-30.826,1286.37,5298.364,-3161.758,-4534.33,3.787103,-1.201656,5.654479
27/07/2016 0:05,10.556,-137.421,529.73,-5001.02,-4595.269,1257.789,-0.849226,-1.784515,-7.432913
29/07/2016 6:39,-78.374,171.351,1312.19,-1536.291,233.683,-7510.741,3.425143,-5.864989,-1.09238
31/07/2016 14:21,-59.222,16.451,1227.86,3740.46,1104.516,-6511.585,-5.881032,0.208218,-3.724978
02/08/2016 21:09,13.693,76.612,692.79,1590.966,6684.404,1663.953,-1.223835,-2.035353,7.131343
04/08/2016 19:54,-72.578,-60.463,1344.5,1142.803,-2016.844,-7346.11,0.234808,6.579845,-1.882688
06/08/2016 12:15,-30.875,25.965,1133.25,5800.537,2824.748,-3835.552,-3.264147,-0.667707,-6.227603
08/08/2016 23:41,-73.178,-124.307,1356.58,-1264.848,-1853.722,-7381.541,6.094921,2.594688,-1.688064
10/08/2016 11:04,-51.836,41.962,1321.49,3543.858,3186.6,-6030.596,-4.792119,-2.410655,-4.297463
12/08/2016 20:01,57.488,-123.063,541.45,-2033.464,-3123.768,5811.882,-1.87444,-6.504683,-3.618207
14/08/2016 9:48,-58.298,56.174,1351.77,2265.783,3381.314,-6553.31,-4.591166,-3.684434,-3.488243
16/08/2016 17:52,-70.939,68.573,1119.1,896.711,2284.963,-7063.824,-0.899831,6.567927,2.461188
18/08/2016 23:42,-52.728,-164.201,1344.58,-4508.112,-1275.57,-6122.238,5.549438,0.066047,-4.0161
20/08/2016 7:19,43.415,58.165,829.37,2765.442,4454.157,4931.132,1.789616,5.189599,-4.918514
22/08/2016 4:05,-68.378,-91.878,963.98,-88.902,-2710.793,-6802.909,2.696939,-6.042624,2.910653
24/08/2016 14:52,-34.39,-49.004,1339.19,4181.431,-4810.803,-4338.685,-1.892793,3.474394,-5.602871
26/08/2016 12:44,-71.582,1.335,1156.84,2386.055,55.59,-7126.711,-6.059837,3.198424,-1.586309
28/08/2016 8:37,-57.287,45.308,1221.95,2894.417,2925.725,-6371.378,-5.343346,-2.931443,-3.382277
30/08/2016 0:05,3.327,-23.601,330.95,6137.628,-2681.541,386.907,-0.207966,0.923497,7.852509
01/09/2016 9:20,-50.286,-178.727,554.32,-4436.503,-98.589,-5309.612,-5.423225,-1.686547,5.142812
03/09/2016 10:13,-79.373,117.544,780.02,-612.216,1173.834,-7013.645,-7.29587,0.502309,1.249805
05/09/2016 9:43,-45.816,168.993,453.47,-4681.317,910.549,-4876.214,-5.386115,-0.38914,5.589631
07/09/2016 20:40,-78.05,-122.464,787.81,-798.733,-1255.488,-6988.83,7.298688,1.177495,-0.514135
09/09/2016 14:01,79.327,162.422,894.42,-1287.66,407.933,7125.009,1.773321,-6.971694,1.239278
11/09/2016 17:36,-70.861,-105.607,768.72,-632.101,-2262.837,-6729.438,4.992555,5.240908,-1.682697
13/09/2016 21:32,20.306,160.51,1323.17,-6811.106,2410.654,2658.64,-2.382331,0.171081,-6.448152
15/09/2016 17:58,-70.343,-119.922,676.88,-1187.023,-2062.433,-6621.448,6.144273,3.958657,-1.804448
17/09/2016 11:49,11.046,-59.278,1261.74,3831.059,-6446.686,1455.701,1.045938,-0.641201,-6.827658
19/09/2016 17:53,16.115,-155.779,1255.37,-6689.444,-3009.271,2107.371,-1.275098,-1.240993,-6.710966
21/09/2016 15:22,48.681,-129.398,1333.13,-3236.58,-3940.51,5768.468,-2.219175,-4.707794,-4.471624
23/09/2016 15:34,-41.996,45.714,351.53,3497.205,3585.42,-4480.46,2.747947,4.692722,5.709558
25/09/2016 15:06,7.615,57.973,626.68,3682.218,5886.625,922.594,-0.868769,-0.065564,7.535686
27/09/2016 9:46,80.802,-149.095,1288.01,-1054.265,-631.092,7545.928,4.689098,-5.044205,0.448981
29/09/2016 15:06,-74.581,13.876,349.52,1741.659,430.243,-6463.438,4.93023,5.900136,1.751672
01/10/2016 15:12,81.012,133.631,1329.39,-833.094,873.902,7591.254,-5.011038,-4.685563,0.081029
03/10/2016 22:29,-10.286,-72.318,677.26,2108.71,-6614.681,-1252.38,1.22131,-1.51927,7.2753
05/10/2016 18:46,57.666,-4.261,1260.69,4082.537,-304.199,6431.137,-5.374716,2.155407,3.808755
07/10/2016 20:18,23.646,130.18,931.81,-4322.324,5118.488,2916.166,-2.149851,1.362694,-6.805612
09/10/2016 18:25,-80.011,-137.603,355.2,-865.209,-789.974,-6609.569,7.283258,-2.926682,-0.686035
11/10/2016 19:34,-60.987,-59.282,488.11,1705.179,-2869.799,-5981.476,5.338297,-4.542106,3.265815
13/10/2016 14:31,77.141,73.067,1316.87,500.118,1642.669,7480.132,-5.969298,-3.264854,0.974286
15/10/2016 8:23,4.61,118.592,1083.04,-3559.21,6530.207,596.287,-0.444241,-0.408327,7.088209
17/10/2016 6:20,64.84,164.224,1323.53,-3158.215,892.232,6948.093,5.039898,-3.830471,2.663803
19/10/2016 16:59,-33.015,-25.912,878.25,5477.754,-2661.29,-3933.872,4.326886,-1.065125,5.807348
21/10/2016 20:58,-51.993,107.55,349.76,-1251.684,3957.685,-5277.949,0.167079,-6.225854,-4.837267
23/10/2016 13:03,56.973,-162.865,838.95,-3766.824,-1161.319,6027.643,-4.874306,-3.428247,-4.316269
25/10/2016 3:38,63.524,-172.347,1243.72,-3375.298,-453.525,6799.551,6.251176,-1.393656,2.690017
27/10/2016 19:59,80.707,-6.277,1032.82,1192.908,-131.222,7292.037,-1.118452,7.066921,-0.160057
29/10/2016 11:37,-79.894,-76.834,615.9,280.381,-1198.583,-6863.817,5.780977,4.801854,-1.082854
31/10/2016 11:12,-39.226,35.574,1112.02,4724.795,3379.404,-4714.976,3.253894,3.58125,5.170258
02/11/2016 1:05,79.834,-50.16,840.08,818.549,-981.05,7083.194,7.091448,1.596449,-1.123097
04/11/2016 12:14,78.811,146.268,761.48,-1155.536,771.565,6982.137,-6.845214,-2.563052,-1.375414
06/11/2016 17:52,6.813,-68.541,1314.62,2794.551,-7109.206,907.52,0.167808,1.05111,6.801879
08/11/2016 10:08,-47.372,33.073,1216.04,4316.369,2810.857,-5564.571,3.716626,3.91471,4.419321
10/11/2016 8:31,76.185,-156.652,593.59,-1532.876,-661.675,6748.093,-3.135069,-6.690837,-1.849191
12/11/2016 15:45,-6.622,-50.955,1308.19,4809.782,-5929.956,-881.46,0.83008,-0.16437,6.838686
14/11/2016 0:28,59.439,-18.808,412.03,3275.804,-1115.685,5823.752,6.663501,0.022558,-4.085134
16/11/2016 12:10,-68.068,-160.68,918.93,-2578.567,-903.995,-6746.332,6.598645,-0.725885,-2.973037
18/11/2016 22:42,69.757,-12.094,400.43,2299.684,-492.746,6337.427,7.080735,1.952602,-2.708465
20/11/2016 16:34,23.347,-74.286,980.85,1830.703,-6506.884,2900.796,-0.16706,3.354517,6.385843
22/11/2016 9:38,35.685,-164.304,336.92,-5256.536,-1477.145,3896.373,-4.165373,-2.35184,-6.287809
24/11/2016 16:32,-45.181,-94.869,1331.02,-461.824,-5421.86,-5445.732,0.739481,-4.79964,4.849933
26/11/2016 14:31,24.991,-55.142,817.67,3729.609,-5354.695,3023.634,-1.368836,3.380212,6.419256
28/11/2016 5:00,-47.542,70.04,1312.8,1775.003,4887.28,-5651.204,0.503124,4.998444,4.701688
30/11/2016 4:59,80.486,-174.161,348.5,-1109.466,-113.461,6612.455,-1.789773,-7.659283,-0.566544
02/12/2016 21:15,66.363,-14.371,340.55,2616.453,-670.36,6132.291,7.271536,1.137811,-2.857418
04/12/2016 6:27,-24.271,42.018,1059.87,5039.967,4540.838,-3041.384,1.350755,2.215056,6.646605
06/12/2016 1:47,-42.526,-59.295,1150.62,2836.829,-4776.779,-5066.604,-1.292666,4.339045,-5.393175
08/12/2016 19:56,-80.8,92.199,1348.1,-47.514,1237.663,-7605.206,-6.616876,-1.727158,-0.196273
10/12/2016 12:33,-76.263,-98.298,1307.21,-264.073,-1810.705,-7443.556,3.673666,-5.637582,1.442583
12/12/2016 8:50,-9.406,-7.421,725.39,6949.889,-905.163,-1154.028,0.775655,0.589913,7.416296
14/12/2016 12:16,13.038,116.062,874.93,-3104.942,6348.541,1626.848,-1.542565,1.626145,-6.972719
16/12/2016 17:40,12.166,-145.447,470.25,-5514.413,-3797.534,1434.412,2.081575,0.505479,7.451788
18/12/2016 4:02,31.47,-131.307,806.32,-4048.111,-4606.797,3731.405,-2.116753,-3.803387,-5.9768
20/12/2016 15:40,-62.261,72.322,1327.68,1091.53,3424.724,-6797.198,-3.747572,-4.937898,-2.945785
22/12/2016 17:07,-25.079,-155.311,616.5,-5759.238,-2647.632,-2948.362,-2.124979,-1.924071,7.033013
24/12/2016 19:33,-75.031,131.876,1030.18,-1280.819,1428.705,-7134.869,-6.778696,1.22461,1.948696
26/12/2016 6:28,5.552,-179.409,1199.6,-7541.986,-77.773,729.012,-0.993998,-0.572101,-6.902141
28/12/2016 14:37,-68.139,77.606,1191.03,606.408,2759.465,-7002.263,-4.004749,-5.351389,-2.070777
30/12/2016 5:34,-80.018,-109.028,1038.29,-420.313,-1218.713,-7282.464,7.092383,0.902879,-0.087143
01/01/2017 13:27,-62.952,-134.125,716.23,-2251.455,-2321.331,-6295.429,-2.533692,-5.999215,3.690904
03/01/2017 4:08,-74.071,-125.772,1016.47,-1189.501,-1650.996,-7088.554,6.644697,2.426606,-1.186095
05/01/2017 18:57,-34.213,146.875,422.64,-4714.606,3076.334,-3803.658,-3.99194,1.316581,6.576199
07/01/2017 20:48,24.274,-62.943,1284.21,3178.738,-6223.398,3133.923,1.975306,-2.349607,-6.192839
09/01/2017 7:54,78.212,0.781,798.48,1470.181,20.053,7003.452,-4.678082,5.533006,1.493113
11/01/2017 5:20,39.916,-6.047,507.57,5258.548,-557.083,4396.556,-4.398669,1.672897,6.108869
13/01/2017 23:07,20.093,77.206,433.82,1417.147,6240.859,2326.376,-1.339267,-2.087813,7.387632
15/01/2017 16:57,-73.995,129.512,510.15,-1211.818,1469.442,-6599.173,-7.135135,1.952733,2.160874
17/01/2017 20:15,65.828,129.885,881.21,-1910.829,2286.542,6600.06,1.858345,-6.273342,3.265068
19/01/2017 0:43,14.856,42.039,486.75,4929.04,4444.261,1749.48,-1.696423,-0.480005,7.531545
21/01/2017 21:35,-78.501,30.087,446.36,1180.684,684.048,-6665.734,1.049423,7.595723,1.295971
23/01/2017 14:56,77.209,-46.841,1246.57,1157.783,-1234.695,7413.615,6.884322,-0.281634,-0.840201
25/01/2017 7:35,58.601,88.981,1325.75,71.542,4021.168,6552.526,-1.690411,5.70965,-3.416892
27/01/2017 10:21,43.539,49.603,1303.36,3613.477,4246.315,5268.946,2.128622,4.194548,-5.034404
29/01/2017 18:16,11.908,-67.103,1086.97,2842.324,-6729.722,1531.781,0.973592,-0.724999,-7.003757
31/01/2017 18:50,80.911,-176.667,1301.4,-1214.313,-70.723,7561.482,1.408751,-6.732852,0.331741
02/02/2017 4:33,71.525,-18.075,1256.53,2305.805,-752.559,7218.858,-4.404937,4.886935,2.182353
04/02/2017 15:01,-67.108,129.854,361.69,-1684.685,2018.136,-6186.297,-6.625719,3.260642,2.723509
06/02/2017 3:58,-60.117,150.364,406.11,-2944.945,1675.406,-5859.086,4.651101,-5.208321,-3.523874
08/02/2017 23:21,-17.811,-159.02,595.65,-6201.168,-2377.908,-2120.631,2.840707,0.256379,-7.062855
10/02/2017 10:38,20.885,22.257,880.56,6278.828,2569.678,2573.423,1.671928,1.484542,-6.96726
12/02/2017 21:54,-12.023,-146.387,553.57,-5646.836,-3753.575,-1435.152,2.083824,0.494551,-7.357091
14/02/2017 17:28,61.806,-102.566,1130.64,-773.559,-3470.272,6594.829,0.800234,-6.056298,-3.535013
16/02/2017 14:33,15.23,137.173,1148,-5326.955,4937.403,1966.283,0.660695,-1.46387,6.861377
18/02/2017 6:17,-13.772,77.525,446.32,1431.998,6472.93,-1614.724,-1.230804,-1.946222,-7.430387
20/02/2017 12:38,-80.761,51.687,440.02,680.718,861.521,-6708.055,-7.026661,3.291507,-0.608883
22/02/2017 3:19,-49.28,122.468,341.46,-2357.562,3705.147,-5069.752,1.782829,-5.761745,-5.092805
24/02/2017 3:18,20.082,-68.644,1287.36,2622.615,-6707.3,2618.284,-0.204286,2.277022,6.519494
26/02/2017 17:10,-66.641,-83.655,428.97,299.071,-2689.565,-6226.457,2.163836,6.790523,-3.15904
28/02/2017 8:39,21.364,-157.216,1316.88,-6609.498,-2776.242,2788.721,2.500113,0.348815,6.399798
02/03/2017 18:01,10.133,55.531,1309.82,4283.625,6239.831,1345.226,-1.090318,-0.605652,6.773604
04/03/2017 5:46,59.953,-109.308,1165.52,-1251.597,-3572.337,6506.736,3.817864,5.031774,3.070306
06/03/2017 17:14,43.046,-130.625,503.94,-3279.487,-3822.85,4675.177,-2.186884,-4.541897,-5.839506
08/03/2017 17:14,-55.862,40.218,1060.95,3194.121,2700.925,-6133.953,3.453108,5.14576,3.523223
10/03/2017 7:19,49.524,8.509,482.14,4412.187,660.102,5195.309,5.204071,2.34992,-5.22198
12/03/2017 2:33,-10.285,-94.422,1320.45,-584.116,-7553.006,-1366.995,0.456954,-1.285996,6.740163
14/03/2017 9:31,-11.707,-20.153,364.85,6199.305,-2275.078,-1359.696,-1.00629,1.208878,-7.709821
16/03/2017 11:49,74.813,-96.208,548.23,-196.791,-1809.108,6662.401,3.815113,-6.320642,-2.05806
18/03/2017 2:23,45.702,-93.239,965.31,-290.183,-5128.054,5233.057,1.562504,5.332362,4.620868
20/03/2017 4:28,-63.289,-156.351,1239.18,-3143.396,-1376.498,-6781.484,-4.626015,-4.420319,2.710858
22/03/2017 1:19,50.24,74.556,344.93,1147.198,4152.392,5145.091,-0.020884,6.055865,-5.056601
24/03/2017 14:20,-3.624,-114.236,458.28,-2800.764,-6221.473,-429.458,0.711271,-0.202876,-7.73021
26/03/2017 21:19,14.345,-42.001,1014.11,5323.124,-4793.072,1821.217,-1.211802,1.963592,6.799615
28/03/2017 5:11,-28.28,-169.85,1276.41,-6639.567,-1188.722,-3608.615,-2.871049,-1.277378,6.162901
30/03/2017 0:49,-75.995,-142.551,1306.09,-1480.216,-1133.71,-7433.855,-1.478042,-6.627766,1.113845
01/04/2017 16:53,-76.667,-127.622,1246.29,-1076.208,-1396.379,-7396.995,6.690783,1.100634,-1.479702
03/04/2017 19:33,-77.148,-169.821,1280.08,-1681.065,-301.849,-7444.486,5.566529,-3.861271,-1.344677
05/04/2017 23:08,80.575,15.976,338.62,1060.677,303.661,6604.426,0.190488,7.878911,-0.474585
07/04/2017 14:42,-72.831,-117.951,1301.72,-1065.314,-2007.678,-7315.411,5.732489,3.285303,-1.938938
09/04/2017 8:13,75.104,-91.232,338.98,-37.226,-1731.466,6469.35,4.582805,-6.239368,-1.549408
11/04/2017 20:06,-80.976,-153.3,1342.53,-1084.824,-545.605,-7603.461,3.609618,-5.815589,-0.059373
13/04/2017 2:50,-26.871,-166.21,952.27,-6354.216,-1559.582,-3295.885,-2.516615,-1.445897,6.63503
15/04/2017 16:37,-21.509,169.909,1108.18,-6859.874,1220.78,-2730.193,2.027979,-1.066697,-6.704207
17/04/2017 2:17,-0.143,18.595,961.78,6956.726,2340.506,-18.23,0.255462,0.726204,-7.19266
19/04/2017 9:35,80.87,163.934,374.88,-1032.868,297.463,6645.82,-0.833715,-7.797792,0.441792
21/04/2017 11:52,1.165,45.95,517.83,4793.679,4955.342,139.365,-0.922945,0.072057,7.644314
23/04/2017 9:04,-78.366,33.939,1173.41,1266.803,852.52,-7374.614,0.57551,6.87207,1.271207
25/04/2017 4:02,80.51,-95.076,471.86,-100.232,-1128.419,6734.581,7.061343,-3.18615,-0.047963
27/04/2017 5:33,-27.864,-46.235,1310.98,4704.779,-4912.158,-3575.875,-1.60005,2.735168,-6.110651
29/04/2017 19:41,38.269,84.743,945.7,527.41,5732.294,4514.612,-0.591593,4.882405,-5.322773
01/05/2017 11:06,-71.671,-114.18,1173.03,-975.157,-2171.862,-7145.755,5.491433,4.059378,-1.595913
03/05/2017 13:55,-69.373,-34.032,837.8,2112.1,-1426.348,-6730.871,6.738482,-0.806844,2.835948
05/05/2017 5:05,8.138,121.282,328.15,-3447.444,5673.957,943.385,-0.043166,-1.42808,7.778623
07/05/2017 17:09,-36.832,120.642,1265.81,-3121.361,5269.202,-4561.325,1.389342,-4.154306,-5.364753
09/05/2017 7:55,-25.146,-106.633,1289.09,-1987.62,-6653.518,-3241.534,1.546796,2.729904,-6.150833
11/05/2017 14:14,-80.109,-145.344,838.28,-1022.637,-706.952,-7087.454,6.365367,-3.682886,-0.029682
13/05/2017 21:49,-59.131,46.626,996.45,2604.09,2756.209,-6306.73,-5.64138,-3.155498,-3.154143
15/05/2017 23:51,54.202,-16.145,1181.41,4255.271,-1231.876,6108.187,5.934606,-0.085217,-3.723626
17/05/2017 1:06,68.25,-47.606,1101.71,1873.339,-2052.018,6924.781,6.242333,-2.665229,-2.03016
19/05/2017 19:08,32.229,54.011,1310.31,3824.904,5266.62,4080.685,1.514452,3.469185,-5.748526
21/05/2017 20:34,-62.692,51.743,766.79,2034.449,2580.081,-6325.631,-5.830413,-3.661979,-2.792947
23/05/2017 7:40,8.019,-136.626,1253.5,-5493.362,-5190.16,1058.691,-0.15331,-0.912168,-6.879212
25/05/2017 9:11,-62.942,-0.414,380.29,3082.059,-22.285,-5995.678,6.540401,2.446903,3.582331
27/05/2017 13:55,33.074,-51.894,707.96,3667.64,-4676.59,3847.197,-1.460159,3.444575,6.493902
29/05/2017 22:03,60.551,-20.672,1315.92,3546.724,-1338.234,6676.796,6.082263,-0.22763,-3.191261
31/05/2017 9:35,42.596,171.044,1297.35,-5588.478,880.747,5172.683,-4.612802,-0.354972,-5.110614
02/06/2017 21:07,-47.372,11.438,609.65,4646.054,940.025,-5118.457,-5.950956,0.246962,-4.717797
04/06/2017 18:12,50.541,30.415,1285.58,4207.249,2469.874,5893.781,3.714069,3.760014,-4.441902
06/06/2017 3:39,68.895,101.11,1225.38,-528.87,2693.086,7070.974,-1.681087,-6.250477,2.560229
08/06/2017 21:55,24.31,-26.842,1052.21,6044.84,-3059.033,3042.824,2.578073,-0.47192,-6.641436
10/06/2017 0:21,46.38,128.03,1143.01,-3201.318,4093.154,5421.942,1.952904,-4.500465,5.057141
12/06/2017 3:29,40.739,-120.45,1110.9,-2879.155,-4897.674,4865.504,-1.237977,-4.200327,-5.561726
14/06/2017 15:57,78.775,-71.952,1322.8,465.682,-1429.157,7531.843,3.937235,5.566734,0.784837
16/06/2017 1:22,17.91,94.097,1053.87,-505.445,7055.712,2272.957,-0.54158,-1.807061,6.884926
18/06/2017 9:06,25.453,-25.259,1158.67,6157.825,-2905.366,3222.465,-2.106322,1.80583,6.462729
20/06/2017 3:07,-10.877,54.967,913.64,4111.01,5864.037,-1368.104,0.524737,1.878123,7.015667
22/06/2017 11:06,45.428,-58.611,1305.56,2812.567,-4609.779,5450.915,-1.486551,4.661122,4.844243
24/06/2017 20:09,-18.813,148.504,964.28,-5928.024,3632.105,-2354.772,-2.713484,0.843006,6.647624
26/06/2017 21:44,73.521,-88.684,1056.5,48.554,-2113.955,7107.1,3.938979,-5.546581,-2.13278
28/06/2017 0:51,54.272,-117.934,849.13,-1980.852,-3735.81,5843.832,-1.089984,-5.629927,-4.588389
30/06/2017 1:27,57.342,75.813,1276.19,1014.348,4012.431,6420.97,-3.076444,-5.136312,3.453314
02/07/2017 20:10,-75.578,-6.886,511.37,1708.517,-206.324,-6650.402,-5.150885,5.402134,-1.902879
04/07/2017 1:01,-63.46,41.517,815.1,2412.309,2135.472,-6412.301,3.266084,6.053294,2.671604
06/07/2017 6:33,-6.753,153.461,332.86,-5962.482,2977.813,-784.173,0.557809,-1.140991,-7.800166
08/07/2017 2:49,-79.374,-32.528,753.06,1111.893,-709.106,-6987.186,6.754735,3.116801,0.240154
10/07/2017 2:11,-59.323,14.935,1001.95,3645.945,972.506,-6324.102,5.458095,3.470229,3.131734
12/07/2017 0:39,58.406,-145.577,557.02,-3003.777,-2058.499,5884.025,-3.823925,-5.089284,-4.249599
14/07/2017 15:18,10.81,2.747,323.7,6576.082,315.578,1249.068,1.398143,0.860681,-7.740714
16/07/2017 17:52,23.263,-42.229,330.81,4566.14,-4144.538,2634.13,2.835841,-1.345815,-7.254652
18/07/2017 16:28,16.935,161.32,1208.71,-6877.183,2325.062,2198.019,1.98427,-1.330578,6.562638
20/07/2017 20:17,-75.007,60.829,1114.44,947.323,1697.033,-7215.459,-0.910162,6.927362,1.083378
22/07/2017 15:54,-48.264,-10.721,702.78,4639.319,-878.35,-5260.862,-4.771755,2.359223,-5.280757
24/07/2017 9:21,53.63,-93.618,796.12,-268.977,-4254.024,5753.487,2.036807,5.972828,3.86324
