# SEU Times,,,,,,,,,
#Time, Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s)
07/11/2014 7:48,-35.638,-65.332,1031.48,2515.755,-5477.739,-4296.606,-0.674751,3.751799,-6.094905
09/11/2014 20:55,39.939,78.853,443.95,1012.584,5138.642,4357.785,-0.189374,5.351084,-5.679677
11/11/2014 21:35,-46.768,-117.358,1294.16,-2418.551,-4674.338,-5567.034,-1.085761,-4.732921,4.938945
13/11/2014 0:26,-44.944,36.498,1255.18,4349.33,3218.095,-5369.592,-4.343627,-1.77585,-5.146481
15/11/2014 4:49,67.588,-65.165,385.4,1086.018,-2346.601,6229.998,5.625689,-4.880462,-2.540035
17/11/2014 7:51,69.848,112.829,337.87,-900.219,2138.463,6282.421,-0.572748,-7.524535,2.409477
19/11/2014 23:41,-38.581,31.959,1338.24,5123.305,3196.29,-4790.638,-3.897095,-1.313187,-5.521063
21/11/2014 18:47,-61.622,-102.251,1205.02,-766.473,-3529.752,-6648.86,0.81006,-5.973216,3.580237
23/11/2014 8:08,-76.992,-65.613,1407.67,725.48,-1600.274,-7564.121,2.213273,6.37139,-0.944451
25/11/2014 5:06,26.513,117.481,385.28,-2794.534,5372.588,3002.076,0.879936,-3.736305,6.870521
27/11/2014 16:11,-68.254,145.249,1398.08,-2372.745,1646.122,-7200.249,3.301527,-5.569693,-2.144313
29/11/2014 20:06,46.855,-111.447,331.4,-1680.536,-4277.873,4872.512,3.449296,4.703857,5.370472
01/12/2014 22:22,-33.299,26.627,1424.82,5834.952,2925.401,-4263.973,-3.637529,-0.918472,-5.672199
05/12/2014 21:10,62.242,-131.841,433.32,-2121.409,-2369.268,6004.553,6.065923,3.167193,3.773758
07/12/2014 16:29,-19.333,100.603,1418.9,-1354.173,7233.913,-2567.909,-0.18533,-2.29183,-6.407913
09/12/2014 11:37,-63.906,-32.002,763.97,2670.414,-1668.812,-6391.235,6.430009,-1.146547,3.601833
11/12/2014 23:39,12.264,163.397,326.15,-6279.048,1872.268,1415.202,1.340128,-1.237815,7.722271
13/12/2014 5:37,-34.795,-104.447,1338.59,-1582.443,-6142.13,-4383.051,1.858971,3.762425,-5.455188
15/12/2014 17:24,-50.306,78.552,1184.49,960.29,4741.953,-5796.053,-2.460302,-5.180622,-4.067278
17/12/2014 2:01,-79.318,58.748,743.67,686.873,1131.84,-6976.652,-3.314404,6.577614,1.296148
19/12/2014 4:04,54.743,93.687,633.97,-260.845,4047.512,5702.627,-1.404352,-5.812796,4.68439
21/12/2014 21:51,-67.49,10.846,861.22,2728.961,522.83,-6665.142,-6.878973,1.553592,-2.092363
23/12/2014 5:06,20.511,60.516,459.93,3153.409,5577.262,2381.935,-1.88666,-1.621453,7.377965
25/12/2014 18:13,-44.114,-153.371,353.85,-4327.257,-2169.624,-4663.512,-4.11668,-3.611165,5.696804
27/12/2014 14:24,-75.143,-127.587,473.56,-1074.746,-1396.222,-6600.602,0.072854,-7.515433,1.96474
29/12/2014 20:11,53.149,-14.416,1400.68,4526.299,-1163.519,6201.339,5.58365,0.069098,-3.911795
31/12/2014 8:50,-57.929,-29.605,356.32,3116.089,-1770.519,-5683.491,6.575746,-1.340383,4.165139
02/01/2015 8:10,-29.473,176.194,913.09,-6338.173,421.634,-3568.853,3.953724,-1.124621,-6.039962
04/01/2015 6:59,34.153,10.984,848.76,5876.469,1140.559,4036.998,-3.739954,0.259763,6.347179
06/01/2015 20:49,56.781,-41.716,1408.85,3190.482,-2844.224,6491.225,5.192723,-2.412246,-3.685016
08/01/2015 14:29,-73.14,-147.807,352.57,-1656.828,-1043.058,-6419.21,-3.216228,-6.930875,2.01427
10/01/2015 22:54,-36.006,106.212,449.14,-1543.617,5309.107,-3992.738,-2.41298,4.297837,6.040747
12/01/2015 21:17,42.978,141.549,1156.27,-4322.559,3432.324,5113.987,2.750458,-3.614656,5.40304
14/01/2015 3:14,-57.188,-124.536,437.23,-2098.358,-3049.011,-5704.774,5.33587,4.22323,-3.829235
16/01/2015 13:13,-64.843,86.414,380.18,180.17,2874.757,-6094.423,-3.126706,-6.58235,-2.974927
18/01/2015 2:30,-14.561,-133.117,638.53,-4642.666,-4958.341,-1753.662,2.167738,1.229066,-7.172248
20/01/2015 0:56,-62.741,46.246,449.04,2167.834,2264.231,-6045.992,2.874397,6.550195,3.09742
22/01/2015 1:45,25.464,-136.526,898.38,-4770.132,-4522.528,3111.773,-1.348916,-2.380546,-6.790136
24/01/2015 20:47,-69.941,91.104,483.27,-45.469,2359.476,-6422.723,-3.516472,6.606014,2.04085
26/01/2015 18:54,-44.72,131.989,714.59,-3376.571,3751.528,-4968.107,-4.681599,3.263402,4.881767
28/01/2015 19:53,-28.221,-52.76,375.2,3603.565,-4740.627,-3175.566,-1.567051,3.675532,-6.789148
30/01/2015 8:10,-31.292,-70.623,928.72,2073.247,-5894.897,-3775.995,2.230318,-3.661987,5.894168
01/02/2015 14:45,-20.155,-171.726,1088.31,-6938.65,-1008.989,-2558.756,-2.753307,-1.094248,6.483531
03/02/2015 18:45,27.796,-57.519,596.9,3315.754,-5208.439,3234.914,2.421508,-2.108991,-6.927756
05/02/2015 9:04,-19.428,-93.742,1184.02,-465.539,-7118.578,-2501.971,0.478889,-2.749982,6.455423
07/02/2015 13:41,-56.32,-178.023,915.63,-4050.624,-139.802,-6046.214,-6.102198,-1.987625,3.476031
09/02/2015 5:22,35.042,-36.314,1381.14,5123.611,-3765.55,4434.725,-2.719647,3.061954,5.476098
11/02/2015 1:57,80.282,117.499,939.89,-571.968,1098.8,7191.347,-7.165344,-0.717582,-1.009066
13/02/2015 6:24,23.085,-62.377,1380.03,3310.504,-6326.104,3026.459,-0.713734,2.777377,6.210619
15/02/2015 21:22,14.917,66.269,1380.77,3017.85,6864.734,1986.657,-1.281015,-1.490095,6.552391
17/02/2015 13:32,-54.567,10.8,573.38,3966.862,756.744,-5640.767,-5.999864,0.671582,-4.711671
19/02/2015 22:12,-31.418,37.907,1363.87,5216.874,4062.214,-4016.455,2.43849,2.896955,5.713661
07/03/2015 2:45,6.477,-54.312,1096.51,4332.845,-6032.396,838.401,-0.26554,1.378726,6.978541
09/03/2015 21:14,26.513,26.451,838.75,5785.264,2878.269,3204.471,-3.72534,-0.928368,6.301329
11/03/2015 0:57,37.449,136.886,375.43,-3918.518,3668.73,4085.356,-4.390586,2.504224,-6.037796
13/03/2015 5:45,29.147,62.518,441.07,2750.442,5287.544,3302.992,1.015102,4.063609,-6.582395
15/03/2015 23:42,52.203,-15.641,489.29,4060.859,-1136.943,5403.305,-5.527277,3.295716,4.314938
17/03/2015 10:06,40.222,-13.763,446.73,5068.11,-1241.349,4385.316,5.376336,-0.05205,-5.644205
19/03/2015 2:46,77.779,53.66,337.35,844.949,1148.559,6541.468,-1.527325,7.688601,-1.09457
21/03/2015 4:01,71.593,-73.93,346.16,589.461,-2046.214,6357.934,1.809945,7.408231,2.081392
23/03/2015 5:47,4.605,46.188,858.43,4993.726,5205.282,577.636,0.326151,1.262359,-7.242547
25/03/2015 17:51,-80.842,-37.768,1385.64,979.412,-758.822,-7643.171,5.115284,4.499901,0.380342
27/03/2015 2:28,-33.445,-96.906,955.24,-736.459,-6080.045,-4021.746,0.498684,-3.578005,6.294629
29/03/2015 21:51,-19.781,155.862,1237.98,-6542.188,2931.653,-2563.849,1.5461,-1.40381,-6.656443
31/03/2015 9:04,80.966,-102.203,411.14,-226.02,-1045.134,6683.423,7.40886,-2.5348,0.158066
02/04/2015 23:17,-73.935,-90.241,1175.27,-8.809,-2095.706,-7236.308,3.833114,-5.525268,2.051095
04/04/2015 21:49,59.311,-23.408,348.38,3157.915,-1367.076,5761.306,-5.045563,4.57118,4.011552
06/04/2015 7:03,-66.398,21.066,1344.41,2892.079,1113.977,-7053.795,-6.448511,0.17872,-2.346251
08/04/2015 6:04,46.6,0.923,888.61,4999.99,80.522,5256.98,5.562658,1.40489,-4.55199
10/04/2015 11:26,-71.136,-46.838,1241.61,1689.538,-1801.557,-7188.127,-1.722296,6.544927,-1.643908
12/04/2015 2:24,-41.507,66.067,1371.97,2357.287,5311.267,-5113.993,-2.795242,-3.77944,-4.970867
14/04/2015 15:38,-44.156,-136.95,1332.25,-4047.871,-3781.275,-5348.588,4.333623,2.52653,-4.707801
16/04/2015 0:57,80.17,-42.299,672.77,893.004,-812.555,6925.701,2.442801,7.064296,1.041762
18/04/2015 0:15,11.924,-99.634,325.74,-1097.818,-6467.61,1376.452,1.056618,1.431864,7.72598
20/04/2015 23:34,-8.235,-98.759,330.47,-1011.112,-6562.426,-954.84,0.612602,-1.15196,7.81467
22/04/2015 7:05,-3.446,-32.201,1378,6551.348,-4125.689,-463.628,-0.125884,0.693731,-6.803201
24/04/2015 14:19,-0.957,34.122,332.5,5554.574,3763.886,-111.408,-0.246217,0.754103,7.880491
26/04/2015 10:47,63.049,101.491,739.75,-644.232,3168.913,6321.868,-1.108456,-6.404315,3.694118
28/04/2015 7:31,14.127,-53.469,1375.56,4476.624,-6042.92,1882.337,1.406448,-0.943432,-6.627911
30/04/2015 1:30,66.405,-123.37,866.22,-1598.914,-2427.663,6615.97,5.550186,3.558727,3.233372
02/05/2015 21:55,32.054,77.865,1380.7,1383.4,6434.074,4098.232,-0.027136,3.663174,-5.768264
04/05/2015 23:16,21.696,55.513,1347.33,4065.951,5918.859,2841.312,0.804176,2.311561,-6.415989
06/05/2015 23:16,-58.535,70.08,693.79,1260.493,3478.196,-6008.833,-4.072496,-5.367446,-3.349943
08/05/2015 2:40,-70.566,155.278,385.47,-2049.93,943.837,-6355.834,-7.418695,-0.498263,2.543649
10/05/2015 5:09,1.108,-39.904,1131.98,5760.098,-4816.86,144.339,0.137236,0.628906,-7.049928
12/05/2015 14:49,24.482,166.384,1253.15,-6753.256,1635.724,3146.238,-2.651293,-0.079483,-6.43253
14/05/2015 23:31,-68.161,-167.805,348.5,-2452.548,-530.034,-6221.286,-5.891028,-4.509162,2.713571
16/05/2015 13:01,-38.057,2.498,421.99,5355.74,233.679,-4170.516,4.931598,1.391154,5.906091
18/05/2015 16:30,67.648,-24.405,1300.93,2665.787,-1209.509,7079.435,-4.167252,4.804893,2.68568
20/05/2015 15:53,27.813,-36.69,1029.19,5256.851,-3916.977,3438.425,-1.825906,2.360899,6.530246
22/05/2015 6:13,-35.347,-73.248,531.5,1626.129,-5402.375,-3976.789,-0.335862,4.850896,-5.969645
24/05/2015 12:59,-44.812,-14.991,514.78,4730.83,-1266.866,-4835.383,5.78724,-0.145373,5.102715
26/05/2015 7:22,-67.035,52.949,422.44,1602.974,2123.276,-6238.914,1.711613,7.183145,2.564916
28/05/2015 5:54,66.335,114.026,1382.34,-1271.234,2851.726,7085.113,0.116538,-6.306611,2.605141
30/05/2015 1:57,41.42,156.624,1319.87,-5305.18,2293.119,5070.753,3.556414,-2.660148,5.267043
01/06/2015 6:44,61.019,88.993,1383.43,66.261,3768.031,6766.542,-2.053052,-5.684038,3.169587
03/06/2015 23:36,60.968,-22.469,1055.17,3340.882,-1381.73,6476.189,6.080315,-0.287822,-3.74956
05/06/2015 10:44,17.276,6.711,1284.36,7268.473,855.312,2263.394,-1.830641,0.402031,6.669321
07/06/2015 15:38,57.94,-59.384,1359.88,2095.964,-3541.89,6534.669,-1.397569,5.77794,3.398585
09/06/2015 15:26,75.773,66.532,1062.15,730.169,1681.847,7190.107,-1.975951,6.609585,-1.843379
11/06/2015 22:34,-77.251,129.2,648.58,-982.911,1205.185,-6831.606,-7.491577,0.828208,0.708543
13/06/2015 9:22,74.923,44.542,1166.3,1402.435,1380.195,7262.679,-6.88189,-0.990579,1.078655
15/06/2015 7:21,75.036,178.701,906.75,-1885.726,42.769,7015.807,-5.622756,-4.18565,-2.035797
17/06/2015 7:51,-45.878,14.134,1081.5,5043.541,1270.002,-5332.194,4.879822,2.501895,4.548004
19/06/2015 7:36,-12.108,21.361,1333.44,7022.89,2746.768,-1608.832,1.30556,1.115512,6.662181
21/06/2015 20:19,-78.455,57.951,747.52,758.943,1212.269,-6959.693,-7.279044,-0.761553,-1.470567
23/06/2015 21:26,-48.617,-3.184,522.29,4562.726,-253.801,-5154.373,-5.2701,1.799302,-5.32915
25/06/2015 7:16,-13.912,-161.446,358.6,-6200.383,-2081.126,-1609.737,1.84874,-0.230371,-7.66601
27/06/2015 8:01,73.51,33.148,829.69,1717.657,1121.78,6889.205,-7.271783,-0.040954,1.252282
29/06/2015 13:03,13.779,98.674,326.08,-982.205,6437.955,1586.951,-1.095329,1.780204,-7.64459
01/07/2015 13:53,65.817,-75.091,796.95,758.083,-2847.378,6522.641,0.868859,6.97838,2.346743
03/07/2015 14:18,-78.984,128.429,1058.88,-885.754,1116.391,-7278.21,-2.058002,-6.718864,-1.28204
05/07/2015 5:52,-0.195,17.112,1262.25,7302.129,2248.049,-25.9,-0.443611,0.430074,6.921639
07/07/2015 0:29,27.901,99.284,1004.15,-1053.204,6442.771,3436.71,-0.189534,-3.861403,6.078713
09/07/2015 5:51,-14.461,-168.064,572.98,-6586.617,-1392.398,-1725.483,1.546764,-0.445551,-7.483272
11/07/2015 1:44,48.533,-122.651,329.75,-2400.752,-3746.662,5003.431,-1.827956,-5.748589,-5.131452
13/07/2015 13:13,33.89,64.186,368.58,2441.129,5046.618,3741.862,0.990928,4.54999,-6.352809
15/07/2015 1:42,-47.2,50.303,1364.01,3364.906,4053.469,-5657.74,2.152037,4.486583,4.698863
17/07/2015 1:48,65.369,74.76,460.99,751.173,2757.215,6194.042,-4.410264,-5.803182,2.70053
19/07/2015 15:14,34.485,21.539,442.87,5235.041,2066.234,3841.639,3.930401,2.713557,-6.159741
21/07/2015 6:58,-74.547,-66.374,1393.88,832.078,-1902.175,-7468.965,5.71874,-3.365061,1.53444
23/07/2015 19:00,45.378,152.196,466.38,-4259.442,2246.093,4848.922,4.386914,-3.886682,5.098079
25/07/2015 11:50,63.663,-94.201,363.89,-219.683,-2990.718,6019.252,3.068827,6.54618,3.135264
27/07/2015 20:42,-65.775,-49.979,1378.11,2051.32,-2442.87,-7050.433,-1.875465,5.963625,-2.742459
29/07/2015 3:42,-30.044,-3.334,967.64,6352.67,-370.091,-3659.061,3.166739,0.671755,6.476001
31/07/2015 12:02,38.53,-120.583,389.77,-2697.003,-4563.546,4194.415,3.592046,3.725537,5.905877
02/08/2015 19:04,-20.946,-54.624,1222.92,4111.226,-5790.209,-2702.976,-0.691444,2.120578,-6.619794
04/08/2015 1:51,-59.104,-146.918,1389.48,-3348.751,-2181.541,-6642.189,5.708595,1.560842,-3.382293
06/08/2015 22:46,73.74,-154.758,516.46,-1751.189,-825.602,6596.663,-3.924831,-6.48784,-1.403946
08/08/2015 4:09,-29.351,160.04,1347.71,-6333.799,2300.319,-3768.466,2.73088,-1.793904,-6.034499
10/08/2015 18:37,36.74,-74.125,926.16,1602.756,-5635.993,4348.376,2.256589,-4.260283,-5.456647
12/08/2015 23:38,-35.514,-140.435,1379,-4872.116,-4025.493,-4485.496,3.584787,1.837565,-5.516544
14/08/2015 19:43,-24.628,-87.632,1373.43,291.245,-7043.753,-3214.068,0.560467,2.81141,-6.207989
16/08/2015 7:40,-78.467,136.588,1116.86,-1091.527,1032.648,-7321.884,-0.514287,-7.050066,-0.45009
18/08/2015 2:33,3.89,-20.482,339.79,6278.81,-2345.343,452.92,-0.370367,0.952578,7.842308
20/08/2015 12:20,21.094,-169.13,330.05,-6148.927,-1180.754,2399.868,2.864654,-0.349435,7.374598
22/08/2015 22:03,23.973,40.776,348.84,4657.09,4016.551,2717.323,-2.885975,-1.279073,7.239803
24/08/2015 7:02,2.925,78.843,1365.13,1496.418,7587.065,392.985,-0.43497,0.489957,-6.816088
26/08/2015 21:27,76.455,177.009,965.24,-1722.285,89.99,7117.203,-5.653094,-4.450786,-0.777814
28/08/2015 3:24,-39.082,-61.133,397.75,2542.459,-4611.959,-4250.149,3.304994,-3.49076,6.197259
30/08/2015 21:51,24.034,27.943,441.02,5504.73,2919.932,2761.299,-2.906744,-0.532287,7.21424
01/09/2015 0:45,-34.703,-28.279,349.15,4875.586,-2622.897,-3809.566,4.329691,-1.067232,6.517676
03/09/2015 7:35,78.89,-75.368,1004.93,360.377,-1380.394,7222.931,4.55999,5.408679,1.317222
05/09/2015 21:40,-77.026,-28.728,490.02,1356.219,-743.358,-6670.926,7.273643,2.071708,1.644633
07/09/2015 19:17,-52.671,-121.595,795.55,-2283.395,-3712.278,-5680.985,4.540328,4.312626,-3.969504
09/09/2015 21:46,32.43,179.275,1351.12,-6528.514,82.612,4125.347,-3.550624,-0.764163,-5.816979
11/09/2015 20:10,-80.721,-79.778,462.32,196.339,-1088.8,-6729.286,7.02726,3.314814,0.024465
13/09/2015 17:54,-65.46,-104.477,552.96,-721.462,-2794.372,-6282.229,4.286668,5.811708,-2.588139
15/09/2015 16:33,71.377,99.716,1210.13,-409.995,2394.55,7168.613,-2.265769,-6.189489,2.326914
17/09/2015 4:16,81.004,-20.083,1325.18,1134.328,-414.713,7586.925,2.058732,6.554663,0.268183
19/09/2015 10:22,50.34,167.726,1117.21,-4682.349,1018.731,5747.065,4.631626,-2.442217,4.773176
21/09/2015 3:47,0.076,72.171,916.72,2233.501,6944.52,9.68,-0.74442,-0.293356,-7.248425
23/09/2015 17:09,-60.924,-116.942,417.07,-1499.797,-2950.942,-5915.75,5.062473,4.897059,-3.397829
25/09/2015 16:01,70.834,-147.488,1343.64,-2143.077,-1365.908,7271.398,-3.139814,-5.698388,-2.169054
27/09/2015 6:03,-75.182,62.519,352.71,796.693,1531.679,-6484.983,-7.022997,-3.239082,-1.56775
29/09/2015 1:32,60.149,73.965,1236.3,1049.148,3650.311,6581.019,-0.306126,5.935898,-3.630758
01/10/2015 23:07,60.153,104.513,1178.86,-944.529,3648.779,6531.468,-3.302817,4.967528,-3.704297
03/10/2015 19:23,29.023,167.616,852.73,-6180.037,1356.917,3489.845,-3.174506,-0.188795,-6.633655
05/10/2015 13:10,28.244,87.255,1274,323.089,6737.527,3603.29,-0.89568,-2.962182,6.20385
07/10/2015 12:59,79.129,136.64,1299.46,-1055.557,996.81,7518.077,-1.067365,-6.800012,0.486415
09/10/2015 20:25,-21.612,-38.577,993.87,5360.18,-4275.447,-2700.55,2.864787,-1.358772,6.478246
11/10/2015 10:52,-25.842,-70.538,353.38,2019.803,-5715.656,-2917.317,-0.290174,3.651177,-6.990551
13/10/2015 9:29,21.737,125.518,1339.47,-4166.354,5837.19,2843.439,0.861292,-2.321758,6.407972
15/10/2015 8:07,-11.075,-39.692,358.59,5087.882,-4222.842,-1286.089,-0.792241,1.681084,-7.66434
17/10/2015 6:11,-71.431,11.787,491.63,2147.543,448.138,-6489.8,-6.935161,2.298244,-2.546879
19/10/2015 0:35,-67.626,86.843,495.41,144.478,2619.426,-6333.455,-3.358224,-6.245102,-3.086001
21/10/2015 15:30,-72.75,-15.531,834,2066.215,-574.198,-6865.506,6.97129,1.962628,1.373706
23/10/2015 10:00,-58.873,79.045,1013.52,727.688,3759.369,-6304.224,-0.706603,6.416885,3.160532
25/10/2015 13:41,80.182,148.514,809.7,-1048.193,641.991,7060.894,-5.962028,-4.251671,-1.040627
27/10/2015 1:29,45.299,25.285,461.96,4357.299,2058.304,4839.123,4.063738,3.457413,-5.649527
29/10/2015 8:31,-56.168,90.874,1176.98,-64.308,4214.079,-6252.596,-1.773656,5.844284,3.468381
31/10/2015 3:19,15.242,-178.594,1290.73,-7398.294,-181.618,2005.319,2.066647,-0.543782,6.579051
02/11/2015 3:00,50.729,-169.174,992.84,-4590.717,-877.877,5683.105,5.934117,-0.346243,4.079735
04/11/2015 6:13,54.21,-65.496,393.58,1645.959,-3611.056,5469.685,4.156568,-4.717694,-4.692332
06/11/2015 19:53,-80.269,164.078,1081.8,-1215.854,346.857,-7330.939,0.731208,-7.016916,-0.932663
08/11/2015 9:32,-30.365,63.604,1366.38,2972.764,5989.755,-3896.013,0.811799,3.362504,5.90278
10/11/2015 9:37,80.97,147.53,492.13,-912.509,580.659,6763.475,-3.377959,-6.954118,-0.267306
12/11/2015 14:41,-27.702,167.935,691.95,-6125.396,1309.308,-3269.009,2.733521,-1.486753,-6.850154
14/11/2015 5:36,-4.884,-62.891,541.26,3141.677,-6137.013,-585.502,0.55053,0.492352,-7.650077
16/11/2015 0:10,-42.823,22.566,921.12,4950.524,2057.281,-4939.174,-4.578352,-0.631196,-5.629311
18/11/2015 12:41,78.722,129.07,355.96,-832.578,1025.596,6582.293,-7.802452,-0.313589,-1.102794
20/11/2015 12:01,59.764,23.221,483.83,3182.881,1365.592,5905.301,-6.929097,-0.611523,3.406464
22/11/2015 15:34,-37.287,136.83,1037.46,-4307.556,4040.758,-4471.305,2.155221,-3.379078,-5.939735
26/11/2015 16:28,-78.476,159.083,1377.5,-1451.098,554.614,-7577.507,2.04118,-6.441208,-0.944799
28/11/2015 17:33,-62.294,105.495,1336.82,-960.375,3464.137,-6807.347,-0.476984,-6.036771,-3.232126
30/11/2015 5:43,-9.836,80.876,814.96,1123.994,6998.297,-1221.558,-0.545304,0.811485,7.330372
02/12/2015 11:52,-30.95,-19.937,956.16,5917.609,-2146.424,-3752.892,3.335111,-0.280212,6.429528
04/12/2015 11:29,-2.963,-13.104,648.24,6834.328,-1590.843,-361.02,0.030272,0.695236,7.538451
06/12/2015 5:24,-76.839,-62.241,1359.26,822.665,-1563,-7512.282,1.790397,6.5243,-1.008525
08/12/2015 9:53,-65,-156.763,1373.08,-3016.941,-1295.397,-7002.125,6.288123,0.179946,-2.655105
10/12/2015 13:26,31.163,-48.744,352.5,3801.102,-4333.443,3463.786,-1.987942,3.835874,6.603351
12/12/2015 21:45,59.124,-19.013,678.74,3431.578,-1182.451,6033.57,6.780145,-0.171544,-3.281355
14/12/2015 22:01,-80.752,92.283,1151.22,-48.33,1212.373,-7409.847,-6.885136,1.323149,0.693144
16/12/2015 6:36,-8.284,35.639,450.6,5492.19,3937.682,-977.825,0.162971,1.038718,7.711878
18/12/2015 15:30,-22.452,82.309,1358.52,957.332,7088.74,-2939.586,-0.985468,-2.426044,-6.32875
20/12/2015 1:09,27.202,-73.56,1133.72,1891.969,-6411.683,3416.434,1.748011,-3.210233,-6.050866
22/12/2015 1:43,17.849,101.544,323.81,-1277.071,6252.173,2041.768,-0.348996,-2.537383,7.497661
24/12/2015 12:16,-32.096,120.966,1326.29,-3360.938,5600.999,-4074.135,1.246546,-3.648623,-5.696472
26/12/2015 21:03,37.413,165.795,399.45,-5224.778,1322.555,4096.563,4.042853,-2.223966,6.336076
28/12/2015 3:49,78.877,-178.788,861.62,-1400.374,-29.639,7081.991,-4.241454,-5.982035,-0.322087
30/12/2015 18:23,60.922,-152.35,626.19,-3022.36,-1583.408,6098.415,6.414997,0.864954,3.962742
01/01/2016 21:11,52.26,156.546,601.11,-3926.458,1703.505,5495.896,4.447705,-3.726594,4.934769
03/01/2016 7:28,45.952,158.128,1277.85,-4946.86,1985.862,5480.026,-5.153326,0.791476,-4.55518
05/01/2016 16:37,31.337,-148.804,521.16,-5044.974,-3054.834,3568.92,3.581757,1.008285,6.746745
07/01/2016 20:22,-30.672,-29.593,1073.66,5577.35,-3167.535,-3782.414,-3.047752,2.697641,-5.852068
09/01/2016 8:55,66.586,-24.776,918.93,2639.259,-1218.191,6673.48,-4.313047,4.937421,3.168363
11/01/2016 16:49,63.044,-151.442,943.9,-2922.06,-1590.368,6503.57,6.258855,0.810632,3.580338
13/01/2016 17:40,-3.294,173.187,448.17,-6766.97,808.527,-389.77,-0.877755,-0.634625,7.709471
15/01/2016 14:16,70.476,14.556,1322.71,2497.179,648.433,7235.654,4.900565,4.43878,-1.884604
17/01/2016 20:33,62.9,-75.72,1356.55,871.011,-3422.169,6862.508,3.487298,-5.111335,-2.922689
19/01/2016 21:31,77.753,150.405,1260.21,-1412.66,802.324,7442.681,1.48544,-6.648565,1.30331
21/01/2016 23:02,28.285,-108.226,1207.96,-2090.672,-6349.201,3576.763,-0.200663,-3.065758,-6.28365
23/01/2016 13:42,80.506,-37.579,1348.3,1012.702,-779.282,7598.953,5.708231,3.776352,-0.258003
25/01/2016 4:13,2.373,-7.275,728.36,7043.278,-899.157,292.477,0.292288,0.631904,7.451902
27/01/2016 6:00,53.073,129.289,1272.29,-2915.787,3563.761,6092.495,-4.463263,3.108178,-4.289884
29/01/2016 5:13,77.197,13.406,1354.81,1671.317,398.345,7518.807,-5.75054,3.519965,1.169321
31/01/2016 13:40,-3.341,18.461,707.69,6709.837,2239.981,-410.422,-1.107949,0.336589,-7.416112
02/02/2016 18:11,-0.899,-54.089,674.94,4136.367,-5711.762,-110.032,0.182345,0.899747,-7.484408
04/02/2016 1:15,-43.965,8.415,592.11,4970.291,735.303,-4816.322,5.279081,2.098524,5.088747
06/02/2016 16:21,39.561,152.774,1298.94,-5268.886,2710.826,4867.77,3.257575,-2.782135,5.412905
08/02/2016 17:12,-15.954,125.801,939.23,-4116.491,5707.423,-2000.049,-1.989368,1.597618,6.802342
10/02/2016 8:21,17.134,-99.191,1232.29,-1161.901,-7181.027,2230.097,0.892354,1.614625,6.722802
12/02/2016 12:21,-80.893,93.651,457,-69.104,1082.917,-6727.342,-7.5546,-1.73947,-0.549344
14/02/2016 3:57,37.103,-36.85,1348.39,4936.07,-3699.433,4639.938,-2.693041,3.155378,5.457142
16/02/2016 17:31,28.139,-77.156,587.91,1366.458,-5993.063,3267.407,1.590807,-2.85418,-6.896885
18/02/2016 0:58,7.469,-5.655,1294.53,7570.899,-749.689,991.88,-0.621696,0.611828,6.855413
20/02/2016 23:32,-65.798,-150.77,470.5,-2456.51,-1374.611,-6223.886,6.976033,0.724759,-3.313468
22/02/2016 19:23,-19.391,-109.448,329.01,-2107.223,-5967.781,-2213.503,1.675313,2.149604,-7.431545
24/02/2016 15:04,61.287,-68.433,685.18,1250.254,-3163.12,6171.728,4.281792,-4.799532,-3.906026
26/02/2016 6:25,-28.641,79.904,359.22,1037.256,5825.673,-3211.207,-1.595754,-3.336304,-6.959827
28/02/2016 21:54,17.504,20.169,1321.82,6894.831,2532.604,2303.699,-2.277646,-0.190749,6.492285
01/03/2016 23:01,16.858,-0.826,1303.9,7352.86,-106.024,2215.947,-2.170193,0.635728,6.519242
03/03/2016 3:20,-71.922,-99.6,1037.02,-384.751,-2274.708,-7026.815,2.405742,-6.575476,1.489252
05/03/2016 18:37,41.475,62.908,1083.82,2549.35,4983.618,4919.949,-3.235877,-3.931317,4.969182
07/03/2016 20:12,30.793,-158.504,331,-5366.937,-2113.609,3415.626,-3.279314,-2.402227,-6.78836
09/03/2016 15:49,55.262,102.014,866.23,-860.969,4045.674,5929.895,-0.412029,-6.35984,3.630871
11/03/2016 16:48,28.392,74.982,1049.99,1694.41,6315.504,3514.113,-1.756441,-3.434774,6.02014
13/03/2016 10:40,-58.278,143.672,1324.78,-3269.505,2404.186,-6528.969,-5.672837,1.972913,3.34092
15/03/2016 22:11,-16.473,-21.704,1278.48,6823.357,-2715.849,-2159.521,1.80246,-0.064435,6.685553
17/03/2016 23:18,-13.306,-42.168,1228.01,5486.978,-4969.765,-1740.941,1.340047,-0.413412,6.831793
19/03/2016 9:10,-13.236,166.99,1202.02,-7190.426,1661.401,-1726.081,-1.342319,-0.304073,6.863221
21/03/2016 19:15,76.292,152.548,354.64,-1420.104,737.763,6519.051,-7.490392,-1.884515,-1.581112
23/03/2016 10:23,34.021,-43.361,393.09,4084.351,-3857.154,3768.273,4.063215,-2.346446,-6.284341
25/03/2016 3:57,-27.003,-128.802,1188.04,-4226.78,-5256.685,-3417.952,-1.177034,-2.664476,6.378408
